file,rank,name,price,capacity,rakutenUrl,楽天商品名,楽天価格,URL一致
kitchen-bleach-comparison.md,3,洗たく槽クリーナー【2sh24】【シャボン玉石けん】,562,（500g）,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2Fr001200200154%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F10203982%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,洗たく槽クリーナー(500g)【2sh24】【シャボン玉石けん】,562,○
kitchen-bleach-comparison.md,4,オキシクリーン マルチパーパスクリーナー 1360g,3425,1360g,https://hb.afl.rakuten.co.jp/hgc/g00qx6in.3rdw6f17.g00qx6in.3rdw7fd9/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fgood-mam88%2F309892sm%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fgood-mam88%2Fi%2F10000609%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
kitchen-paper-comparison.md,1,業務用 ペーパータオル 中判 200枚×30パック,5995,200枚×30パック（6000枚）,https://hb.afl.rakuten.co.jp/hgc/g00tszqn.3rdw6853.g00tszqn.3rdw7518/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fpro-ste%2F9001183692%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fpro-ste%2Fi%2F10009093%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ペーパータオル レギュラー 200枚 ×30パック Forestway 大容量 ペーパーハンドタオル タオルペーパー 手拭きペーパー トイレ 手拭き ペーパー 洗面所 キッチン まとめ買い 業務用ペーパータオル 箱買い 業務用 日本製 厚手 中判 ペーパータオル 送料無料,3600,△(別商品)
kitchen-paper-comparison.md,2,スコッティ ファイン 3倍巻き キッチンタオル 4ロール×4パック,7280,4ロール×4パック（150カット×16ロール）,https://hb.afl.rakuten.co.jp/hgc/g00prken.3rdw6b48.g00prken.3rdw72d3/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fenetroom%2F7169105%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fenetroom%2Fi%2F10182291%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【ハーフケース品】スコッティ ファイン 3倍巻き キッチンタオル 150カット 4ロール×4パック入り 送料無料,4394,△(別商品)
kitchen-paper-comparison.md,3,エリエール 超吸収キッチンタオル 70カット×4ロール×4パック,5171,70カット×16ロール（1120枚）,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F14506%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F10645679%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,大王製紙 エリエール 超吸収キッチンタオル 70カット 4ロール×12パック まとめ買い キッチンペーパー 厚手 油きり 箱買い 買いだめ 買い置き 業務用 キッチン用ペーパー 台所 キッチン 調理用品 ペーパータイプ 紙 キッチン消耗品 エリエールキッチンペーパー 送料無料,4931,△(別商品)
kitchen-paper-comparison.md,4,【数量限定】 ネピア 激吸収 キッチンタオル 4ロール×,5396,2枚,https://hb.afl.rakuten.co.jp/hgc/g00qcsnn.3rdw6570.g00qcsnn.3rdw762b/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkyoto23%2F10000311%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkyoto23%2Fi%2F10000311%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【数量限定】 ネピア 激吸収 キッチンタオル 4ロール (2枚重ね 100カット)×12パック キッチンペーパー 送料無料 00775,5396,○
kitchen-sponge-comparison.md,1,キクロン クリナート 5個パック,185,5個（約5ヶ月分）,https://hb.afl.rakuten.co.jp/hgc/g00r7o2n.3rdw68d7.g00r7o2n.3rdw7909/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fsaikatu%2F10008511%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fsaikatu%2Fi%2F10008511%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
kitchen-sponge-comparison.md,2,スコッチ・ブライト キッチンスポンジ 抗菌 10個パック,1404,10個（約10ヶ月分）,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F18760%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F10680576%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【送料込・まとめ買い×10点セット】スリーエムジャパン 3M キッチンスポンジ スコッチブライト 抗菌 ウレタンスポンジたわしS 2個パック(4549395107278),3876,△(別商品)
kitchen-sponge-comparison.md,3,ダスキン 台所用スポンジ 抗菌タイプ 6個セット,1060,6個（約6ヶ月分）,https://hb.afl.rakuten.co.jp/hgc/g00rj4rn.3rdw61f4.g00rj4rn.3rdw78f9/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fpia-konodai%2F1000001200%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fpia-konodai%2Fi%2F10000199%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【ヤマト運輸ネコポス追跡有】ダスキン台所用スポンジ抗菌タイプ色が選べるよりどり6個セット台所用スポンジ 抗菌 食器スポンジ 長持ち 食器,1060,○
kitchen-sponge-comparison.md,4,【お試し・初回購入限定】太陽油脂　パックスナチュロン　キッチンスポンジ,199,1個,https://hb.afl.rakuten.co.jp/hgc/g00ru0on.3rdw60b7.g00ru0on.3rdw7edf/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fat-life%2F4904735053095-1%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fat-life%2Fi%2F10029304%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【お試し・初回購入限定】太陽油脂　パックスナチュロン　キッチンスポンジ 1個入 PAX NATURONの束子・スポンジ ( 4904735053095 ) ※色は選べません ※本商品　初めての購入者限定価格　お一人様1回限り,199,○
laundry-bleach-comparison.md,1,ワイドハイターEX パワー 詰め替え用 大容量 880mL×2個,2360,880mL×2個（約120回分）,https://hb.afl.rakuten.co.jp/hgc/g00rvhdn.3rdw6896.g00rvhdn.3rdw7113/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fdaily-shop%2F10000211%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fdaily-shop%2Fi%2F10000211%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
laundry-bleach-comparison.md,2,オキシクリーン 1500g,3425,1500g（約75回分）,https://hb.afl.rakuten.co.jp/hgc/g00qx6in.3rdw6f17.g00qx6in.3rdw7fd9/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fgood-mam88%2F309892sm%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fgood-mam88%2Fi%2F10000609%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,オキシクリーン 1500g 【オキシクリーン(OXI CLEAN)】 漂白剤,1650,△(別商品)
laundry-bleach-comparison.md,3,ブライトSTRONG 衣類用漂白剤 詰め替え 大容量 900mL,3680,900mL（約60回分）,https://hb.afl.rakuten.co.jp/hgc/g00udivn.3rdw6f9e.g00udivn.3rdw7dcb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fmk-mart2%2Fbright-strong%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fmk-mart2%2Fi%2F10000572%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【まとめ買い 大容量】ブライトストロング 酸素系・濃縮タイプ 衣類用漂白剤 ブライトSTRONG 本体 510ml+つめかえ 900ml,1880,△(別商品)
laundry-bleach-comparison.md,4,洗たく槽クリーナー【2sh24】【シャボン玉石けん】,562,（500g）,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2Fr001200200154%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F10203982%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,洗たく槽クリーナー(500g)【2sh24】【シャボン玉石けん】,562,○
laundry-detergent-comparison.md,1,アリエール 洗濯洗剤 液体 詰め替え 超ジャンボ 1000g×4セット,4078,4000g（約148回分）,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F405421%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F11279561%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【1種類を選べる】 アリエール 洗濯洗剤 液体 詰め替え 超ジャンボ(1000g×4セット)【アリエール 液体】,4078,○
laundry-detergent-comparison.md,2,ボールド 洗濯洗剤 ジェルボール 4in1 詰め替え 65個,4480,65個（65回分）,https://hb.afl.rakuten.co.jp/hgc/g00t2ngn.3rdw6e7c.g00t2ngn.3rdw797f/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fhikaritv%2F1710000080%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fhikaritv%2Fi%2F10234804%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【最安値に挑戦！】 ボールド ジェルボール 4in1 ホワイトムスク&フローラルの香り 詰め替え 65個　選べるセット　1袋～4袋,2968,△(別商品)
laundry-gel-ball-comparison.md,1,アリエール ジェルボール4D 微香 詰め替え用 メガジャンボサイズ 332個 (83個×4),8700,332個（332回分）,https://hb.afl.rakuten.co.jp/hgc/g00r8mvn.3rdw64c9.g00r8mvn.3rdw71c9/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fr-kojima%2F4987176194411%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fr-kojima%2Fi%2F11431716%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,P＆G　(ケース販売) アリエール ジェルボール4D微香 つめかえ用 メガジャンボサイズ 332個 (83個×4),8700,○
laundry-gel-ball-comparison.md,2,さらさ ジェルボール 詰め替え,1100,40個前後（商品により変動）,https://hb.afl.rakuten.co.jp/hgc/g00u59un.3rdw6a0f.g00u59un.3rdw7dbe/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Feinverse-hokkaido%2Frjk-10%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Feinverse-hokkaido%2Fi%2F10000108%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,JK-0.5芯 サラサ3 サラサ4 サラサ2 よりどり選べる10本セット ジェル ボールペン替え芯 替芯 0.5mm 黒 赤 青 緑 RJK-BK RJK-BL RJK-R RJK-G ゼブラ SARASA3 ボールペン 芯 詰め替え 詰替,1100,○
laundry-gel-ball-comparison.md,3,アタックZERO ワンパック 7個パック,2280,7個（7回分）,https://hb.afl.rakuten.co.jp/hgc/g00ulujn.3rdw68ec.g00ulujn.3rdw7a89/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Flgo-2023%2F3931-000027%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Flgo-2023%2Fi%2F10000021%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,花王　アタックZERO　ワンパック　7個パック,194,△(別商品)
laundry-gel-ball-comparison.md,4,ボールド ジェルボール 4in1 詰め替え メガジャンボ（選べる香り）,4480,55〜64個×2袋程度（商品により変動）,https://hb.afl.rakuten.co.jp/hgc/g00t2ngn.3rdw6e7c.g00t2ngn.3rdw797f/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fhikaritv%2F1710000080%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fhikaritv%2Fi%2F10234804%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
lint-roller-comparison.md,1,アイリスオーヤマ 粘着クリーナー スペアテープ 90巻入り,820,90巻（1巻90周）,https://hb.afl.rakuten.co.jp/hgc/g00qhoan.3rdw6e00.g00qhoan.3rdw73e2/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fkurashikenkou%2F528254%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fkurashikenkou%2Fi%2F10018584%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【100本入り】トルクル カーペットクリーナー スペアテープ ななめカット NC-SH90100P 90周巻 カーペットクリーナー 粘着クリーナー スペア ななめカット まとめ買い アイリスオーヤマ ケース 粘着 めくりやすい[2605SO],8120,△(別商品)
lint-roller-comparison.md,2,3M スコッチ ブライト 衣類用粘着クリーナー ペタコロ用ス,413,2巻,https://hb.afl.rakuten.co.jp/hgc/g00tiz9n.3rdw6353.g00tiz9n.3rdw771a/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fprotoolshop%2F4547452231119%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fprotoolshop%2Fi%2F10170127%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,3M スコッチ・ブライト 衣類用粘着クリーナー ペタコロ用スペアテープ(2巻入) 836RP56-JA,413,○
lint-roller-comparison.md,3,レック 激コロ スゴ技カット スペアテープ 3巻入り,690,3巻（1巻70周）,https://hb.afl.rakuten.co.jp/hgc/g00ucoln.3rdw667d.g00ucoln.3rdw71eb/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fenicy2022%2Ff671%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fenicy2022%2Fi%2F10009158%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
lint-roller-comparison.md,4,ニトムズ コロコロ スペアテープ フロアクリン 3巻入り,4200,3巻（1巻40周）,https://hb.afl.rakuten.co.jp/hgc/g00qw0cn.3rdw6b5c.g00qw0cn.3rdw7b11/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fhareya%2Fnc2500_5set%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fhareya%2Fi%2F10000317%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ニトムズ コロコロフロアクリンスペアテープ45周3巻入り C4352,825,△(別商品)
mask-comparison.md,1,【50枚入×2箱セット】大王製紙 大王製紙 エリエール サー,2600,50枚×2,https://hb.afl.rakuten.co.jp/hgc/g00trvxn.3rdw692d.g00trvxn.3rdw77c2/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frunnrunn-shop%2Fdaiomask-2%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frunnrunn-shop%2Fi%2F10000121%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【50枚入×2箱セット】大王製紙 大王製紙 エリエール サージカルマスク 日本製正規品「ハイパーブロックマスク 」ウイルスブロック ふつうサイズ 立体プリーツ構造　息苦しさを軽減します 100枚入 エリエールマスク 母の日,2600,○
mask-comparison.md,2,【夜の市★合算2千円超で送料無料対象】【数量限定】白元アース ビースタイル 立体,840,20枚,https://hb.afl.rakuten.co.jp/hgc/g00ru0on.3rdw60b7.g00ru0on.3rdw7edf/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fat-life%2F4902407581938-yoru202410%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fat-life%2Fi%2F12617577%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【夜の市★合算2千円超で送料無料対象】【数量限定】白元アース ビースタイル 立体タイプ ふつうサイズ アッシュピンク×グレー 20枚入 大人用 マスク（4902407581938）※パッケージ変更の場合あり,840,○
mask-comparison.md,3,ユニ・チャーム 超快適マスク プリーツタイプ ふつうサイズ 50枚入,2260,50枚入,https://hb.afl.rakuten.co.jp/hgc/g00ugwon.3rdw61af.g00ugwon.3rdw786a/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fechi-zen-r%2Fcho-kaiteki-mask-m-50-1pc%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fechi-zen-r%2Fi%2F10000005%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ユニ・チャーム 超快適マスク ふつうサイズ 50枚入 日本製 風邪 花粉 感染予防 プリーツタイプ 不織布マスク 大容量,2260,○
mask-comparison.md,4,【1点限り！令和お試し価格】アイリスオーヤマ ナノエアーマスク,320,7枚,https://hb.afl.rakuten.co.jp/hgc/g00ru0on.3rdw60b7.g00ru0on.3rdw7edf/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fat-life%2F4967576481694-today%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fat-life%2Fi%2F12363072%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【1点限り！令和お試し価格】アイリスオーヤマ ナノエアーマスク 7枚入り　日本製　個別包装　ふつうサイズ　大人用　ホワイト（9cm×17.5cm）（4967576481694）,320,○
moisture-absorber-comparison.md,1,水とりぞうさん 除湿剤 3個入×15個セット（タンクタイプ）,4280,"550mL×45個（24,750mL分）",https://hb.afl.rakuten.co.jp/hgc/g00q728n.3rdw6c21.g00q728n.3rdw754f/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Flivingut%2F4904637999866set%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Flivingut%2Fi%2F10017235%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,水とりぞうさん 除湿剤 3個入×15個セット （ 置き型 除湿 強力脱臭 防臭 防カビ 吸湿量 550g 45個 タンクタイプ 湿気取り 吸湿 みずとりぞうさん 水とりゾウさん ）,4280,○
moisture-absorber-comparison.md,2,備長炭ドライペット 除湿剤 タンクタイプ どこでも用（3個パック×6個）,1914,"420mL×18個（7,560mL分）",https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F4901070939398%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F11075355%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ケース販売 備長炭ドライペット 除湿剤 タンクタイプ どこでも用(3個パック×6個)【ドライペット】,1914,○
moisture-absorber-comparison.md,3,激乾 除湿剤 タンクタイプ（400mL×3個パック）,421,"400mL×3個（1,200mL分）",https://hb.afl.rakuten.co.jp/hgc/g00ramcn.3rdw6d52.g00ramcn.3rdw79d0/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frcmdse%2Fho-4902424439014%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frcmdse%2Fi%2F14732325%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ERROR: 0件,,
moisture-absorber-comparison.md,4,備長炭ドライペット 除湿剤 シートタイプ クローゼット用(122g×2枚入),757,122g×2枚入,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2Fe426969h%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F10517510%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,備長炭ドライペット 除湿剤 シートタイプ クローゼット用(122g×2枚入)【備長炭ドライペット】,757,○
moisture-absorber-comparison.md,5,SUPER除湿 大容量,445,"800mL×3個（2,400mL分）",https://hb.afl.rakuten.co.jp/hgc/g00qvyfn.3rdw6a92.g00qvyfn.3rdw717f/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fsundrug%2F4560309810022%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fsundrug%2Fi%2F10077258%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,アドグッド SUPER除湿 大容量 800mlx3個パック,445,○
moisture-absorber-comparison.md,6,ドライドライUP NECO,4081,"1000mL×2個×8箱（合計16個・16,000mL分）",https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F541802%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F11126411%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ドライ＆ドライUP NECO フローラルブーケの香り 1000ml*2個入 【ドライ＆ドライアップ】 除湿剤・乾燥剤,518,△(別商品)
moisture-absorber-comparison.md,7,炭八 室内用,2376,12L大袋×4個セット,https://hb.afl.rakuten.co.jp/hgc/g00s69sn.3rdw615f.g00s69sn.3rdw718e/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fienolabo%2Fielabo100031%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fienolabo%2Fi%2F10000031%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【レビューで炭八GET！】炭八 室内用 大袋 4個セット 12L 除湿対策 湿気対策 繰り返し使える 室内用 除湿剤 ペット 消臭 出雲屋炭八 調湿 乾燥材 調湿木炭 脱臭 湿気取り 湿気とり 湿気対策 衣替え 結露 結露防止 正規店,2376,○
moisture-absorber-comparison.md,8,MK除湿剤 タンクタイプ炭入り,273,30個パック,https://hb.afl.rakuten.co.jp/hgc/g00rqszn.3rdw6b20.g00rqszn.3rdw7361/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fmatsukiyo%2F4562184191272%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fmatsukiyo%2Fi%2F10492864%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,MK除湿剤 タンクタイプ炭入り 3P,273,○
moisture-absorber-comparison.md,9,備長炭ドライペット 除湿剤 シートタイプ クローゼット用【備長炭ドライペット】,787,122g×2枚,https://hb.afl.rakuten.co.jp/hgc/g00r7ldn.3rdw6378.g00r7ldn.3rdw7abf/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fbiccamera%2F4901070909681%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fbiccamera%2Fi%2F11043165%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,エステー｜S.T 備長炭ドライペット 除湿剤 湿気取り 脱臭 シートタイプ クローゼット用 2枚入【rb_pcp】,787,○
moisture-absorber-comparison.md,10,水とりぞうさん 防虫剤付クローゼット用,833,2シート入り,https://hb.afl.rakuten.co.jp/hgc/g00ru0on.3rdw60b7.g00ru0on.3rdw7edf/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fat-life%2F4547691783899%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fat-life%2Fi%2F10411490%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,オカモト 水とりぞうさん 防虫剤付クローゼット用 2P,878,△(別商品)
moth-repellent-comparison.md,1,アース製薬 衣類防虫剤 クローゼット 24個入,616,24個入,https://hb.afl.rakuten.co.jp/hgc/g00rqszn.3rdw6b20.g00rqszn.3rdw7361/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fmatsukiyo%2F4901080158819%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fmatsukiyo%2Fi%2F10561767%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【単品24個セット】 アース製薬 ピレパラアース クローゼット用 無臭タイプ 8個入(代引不可)【送料無料】,16299,△(別商品)
moth-repellent-comparison.md,2,大日本除蟲菊 タンスにゴンゴン 衣類の防虫剤 クローゼット用 無臭,657,3個,https://hb.afl.rakuten.co.jp/hgc/g00rqszn.3rdw6b20.g00rqszn.3rdw7361/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fmatsukiyo%2F4987115842472%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fmatsukiyo%2Fi%2F10436024%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,大日本除蟲菊 タンスにゴンゴン 衣類の防虫剤 クローゼット用 無臭 （1年防虫・防カビ・ダニよけ） 3個,657,○
moth-repellent-comparison.md,3,ムシューダ クローゼット用 衣類用 防虫剤 防カビ剤配合 無香タイプ 1年間有効,1628,3個×2,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F65240%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F10902781%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ムシューダ クローゼット用 衣類用 防虫剤 防カビ剤配合 無香タイプ 1年間有効(3個入×2箱セット)【ムシューダ】,1628,○
moth-repellent-comparison.md,4,【5個セット】 大日本除虫菊 金鳥 蚊に効く 虫コナーズプレ,6584,（1個）,https://hb.afl.rakuten.co.jp/hgc/g00r9icn.3rdw664a.g00r9icn.3rdw7660/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fbloomgreen%2F8111242%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fbloomgreen%2Fi%2F10498570%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,【5個セット】 大日本除虫菊（金鳥） 蚊に効く虫コナーズプレミアム玄関用366日 虫コナーズ 置き型タイプ 虫コナーズプレミアム キンチョー蚊に効く 害虫対策 防虫 蚊除け 無臭 害虫駆除 吊るす 蚊取り 掃除 屋内 防虫剤 玄関 洗剤 虫よけ キンチョウ,6349,△(別商品)
mouthwash-comparison.md,1,リステリン トータルケアプラス 1000mL×4本セット,3980,1000mL×4本セット（約6ヶ月分）,https://hb.afl.rakuten.co.jp/hgc/g00r136n.3rdw697f.g00r136n.3rdw7383/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Frakuten24%2F89402%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frakuten24%2Fi%2F10982576%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,（4本セット リステリン トータルケアプラス 1000ml×4本 クリーンミント味）1L アルコール含有 歯 口 着色 汚れ 口内 歯肉炎 ボトル まとめ買い 73815,4380,△(別商品)
mouthwash-comparison.md,2,GUM デンタルリンス ナイトケア 900mL,1038,900mL（約1.5ヶ月分）,https://hb.afl.rakuten.co.jp/hgc/g00pp25n.3rdw63dd.g00pp25n.3rdw7c22/?pc=https%3A%2F%2Fitem.rakuten.co.jp%2Fwellness-web%2F10035032%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Fwellness-web%2Fi%2F10035032%2F&rafcid=wsc_i_is_42b71141-7589-447e-ab9f-1c5e97e9d61f,ガム(G・U・M) デンタルリンス ナイトケア リフレッシュハーブタイプ 900ml 【ガム(G・U・M)】 口臭対策,873,△(別商品)
